cardname,cardq,cardrarity,card_edition,cardset,cardcode,cardid,print_id
Avenging Knight Parshath,1,Common,1st Edition,Storm of the Abyss,SOTA-EN061,69514125,69514125
Reptilianne Hydra,1,Common,1st Edition,Storm of the Abyss,SOTA-EN062,60634565,60634565
Fairy Wind,1,Common,1st Edition,Storm of the Abyss,SOTA-EN063,73507661,73507661
Guardragon Corewakening,1,Common,1st Edition,Storm of the Abyss,SOTA-EN064,11908584,11908584
Inverse Universe,1,Common,1st Edition,Storm of the Abyss,SOTA-EN065,79161790,79161790
Judgment of Thunder,1,Common,1st Edition,Storm of the Abyss,SOTA-EN066,85080048,85080048
Magic Drain,1,Common,1st Edition,Storm of the Abyss,SOTA-EN067,59344077,59344077
Miniaturize,1,Common,1st Edition,Storm of the Abyss,SOTA-EN068,34815282,34815282
Recall,1,Common,1st Edition,Storm of the Abyss,SOTA-EN069,96404912,96404912
The Huge Revolution is Over,1,Common,1st Edition,Storm of the Abyss,SOTA-EN070,99188141,99188141
Threatening Roar,1,Common,1st Edition,Storm of the Abyss,SOTA-EN071,36361633,36361633
Urgent Tuning,1,Common,1st Edition,Storm of the Abyss,SOTA-EN072,94634433,94634433
Widespread Ruin,1,Common,1st Edition,Storm of the Abyss,SOTA-EN073,77754944,77754944
Windstorm of Etaqua,1,Common,1st Edition,Storm of the Abyss,SOTA-EN074,59744639,59744639
Brohunder,1,Rare,1st Edition,Storm of the Abyss,SOTA-EN075,27217742,27217742
Cyber Dragon,1,Rare,1st Edition,Storm of the Abyss,SOTA-EN076,70095154,70095154
D.D. Warrior Lady,1,Rare,1st Edition,Storm of the Abyss,SOTA-EN077,7572887,7572887
Fishborg Launcher,1,Rare,1st Edition,Storm of the Abyss,SOTA-EN078,66853752,66853752
Hibernation Dragon,1,Rare,1st Edition,Storm of the Abyss,SOTA-EN079,69109764,69109764
Hieratic Dragon of Asar,1,Rare,1st Edition,Storm of the Abyss,SOTA-EN080,30794966,30794966
Mermaid Shark,1,Rare,1st Edition,Storm of the Abyss,SOTA-EN081,87047161,87047161
Mother Grizzly,1,Rare,1st Edition,Storm of the Abyss,SOTA-EN082,57839750,57839750
Piwraithe the Ghost Pirate,1,Rare,1st Edition,Storm of the Abyss,SOTA-EN083,83682209,83682209
Reptilianne Coatl,1,Rare,1st Edition,Storm of the Abyss,SOTA-EN084,89594399,89594399
Reptilianne Gardna,1,Rare,1st Edition,Storm of the Abyss,SOTA-EN085,43002864,43002864
Reptilianne Viper,1,Rare,1st Edition,Storm of the Abyss,SOTA-EN086,42303365,42303365
Salvage Warrior,1,Rare,1st Edition,Storm of the Abyss,SOTA-EN087,41705642,41705642
Shining Angel,1,Rare,1st Edition,Storm of the Abyss,SOTA-EN088,95956346,95956346
Snowman Eater,1,Rare,1st Edition,Storm of the Abyss,SOTA-EN089,91133740,91133740
T.G. Drill Fish,1,Rare,1st Edition,Storm of the Abyss,SOTA-EN090,30348744,30348744
Thunder Dragonmatrix,1,Rare,1st Edition,Storm of the Abyss,SOTA-EN091,20318029,20318029
Wattcobra,1,Rare,1st Edition,Storm of the Abyss,SOTA-EN092,88205593,88205593
Worm Warlord,1,Rare,1st Edition,Storm of the Abyss,SOTA-EN093,35638627,35638627
Alexandrite Dragon,1,Rare,1st Edition,Storm of the Abyss,SOTA-EN094,43096270,43096270
Wattaildragon,1,Rare,1st Edition,Storm of the Abyss,SOTA-EN095,87151205,87151205
Dark Factory of Mass Production,1,Rare,1st Edition,Storm of the Abyss,SOTA-EN096,90928333,90928333
Lightning Vortex,1,Rare,1st Edition,Storm of the Abyss,SOTA-EN097,69162969,69162969
Solidarity,1,Rare,1st Edition,Storm of the Abyss,SOTA-EN098,86780027,86780027
Surface,1,Rare,1st Edition,Storm of the Abyss,SOTA-EN099,33057951,33057951
Tri-Wight,1,Rare,1st Edition,Storm of the Abyss,SOTA-EN100,96383838,96383838
First-Aid Squad,1,Rare,1st Edition,Storm of the Abyss,SOTA-EN101,33622465,33622465
Jar of Greed,1,Rare,1st Edition,Storm of the Abyss,SOTA-EN102,83968380,83968380
Raigeki Break,1,Rare,1st Edition,Storm of the Abyss,SOTA-EN103,4178474,4178474
Navy Dragon Mech,1,Rare,1st Edition,Storm of the Abyss,SOTA-EN104,80040886,80040886
Batteryman Fuel Cell,1,Super Rare,1st Edition,Storm of the Abyss,SOTA-EN105,74730899,74730899
Black Mamba,1,Super Rare,1st Edition,Storm of the Abyss,SOTA-EN106,86469231,86469231
Carboneddon,1,Super Rare,1st Edition,Storm of the Abyss,SOTA-EN107,15981690,15981690
Fishborg Harpooner,1,Super Rare,1st Edition,Storm of the Abyss,SOTA-EN108,57420265,57420265
"Flogos, the Ogdoadic Boundless",1,Super Rare,1st Edition,Storm of the Abyss,SOTA-EN109,9400127,9400127
Hieratic Dragon of Sutekh,1,Super Rare,1st Edition,Storm of the Abyss,SOTA-EN110,66789970,66789970
Hyper-Ancient Shark Megalodon,1,Super Rare,1st Edition,Storm of the Abyss,SOTA-EN111,10532969,10532969
Lamia,1,Super Rare,1st Edition,Storm of the Abyss,SOTA-EN112,84900597,84900597
Right-Hand Shark,1,Super Rare,1st Edition,Storm of the Abyss,SOTA-EN113,11845050,11845050
Wattuna,1,Super Rare,1st Edition,Storm of the Abyss,SOTA-EN114,10113611,10113611
Guardragon Justicia,1,Super Rare,1st Edition,Storm of the Abyss,SOTA-EN115,11012154,11012154
Dragon Shrine,1,Super Rare,1st Edition,Storm of the Abyss,SOTA-EN116,41620959,41620959
Enemy Controller,1,Super Rare,1st Edition,Storm of the Abyss,SOTA-EN117,98045062,98045062
Forbidden Chalice,1,Super Rare,1st Edition,Storm of the Abyss,SOTA-EN118,25789292,25789292
Gold Sarcophagus,1,Super Rare,1st Edition,Storm of the Abyss,SOTA-EN119,75500286,75500286
Mystical Space Typhoon,1,Super Rare,1st Edition,Storm of the Abyss,SOTA-EN120,5318639,5318639
Soul Exchange,1,Super Rare,1st Edition,Storm of the Abyss,SOTA-EN121,68005187,68005187
Unexpected Dai,1,Super Rare,1st Edition,Storm of the Abyss,SOTA-EN122,911883,911883
Compulsory Evacuation Device,1,Super Rare,1st Edition,Storm of the Abyss,SOTA-EN123,94192409,94192409
Fish Depth Charge,1,Super Rare,1st Edition,Storm of the Abyss,SOTA-EN124,58873391,58873391
Needle Ceiling,1,Super Rare,1st Edition,Storm of the Abyss,SOTA-EN125,38411870,38411870
Offering to the Snake Deity,1,Super Rare,1st Edition,Storm of the Abyss,SOTA-EN126,93217231,93217231
Phoenix Wing Wind Blast,1,Super Rare,1st Edition,Storm of the Abyss,SOTA-EN127,63356631,63356631
Torrential Tribute,1,Super Rare,1st Edition,Storm of the Abyss,SOTA-EN128,53582587,53582587
Ascension Sky Dragon,1,Super Rare,1st Edition,Storm of the Abyss,SOTA-EN129,37910722,37910722
"Brionac, the Magical Ice Dragon",1,Super Rare,1st Edition,Storm of the Abyss,SOTA-EN130,65892310,65892310
Toxic Boxfish,1,Super Rare,1st Edition,Storm of the Abyss,SOTA-EN131,48882106,48882106
Dark Alligator,1,Ultra Rare,1st Edition,Storm of the Abyss,SOTA-EN132,34479658,34479658
Dragard,1,Ultra Rare,1st Edition,Storm of the Abyss,SOTA-EN133,65737274,65737274
Guardragon Garmides,1,Ultra Rare,1st Edition,Storm of the Abyss,SOTA-EN134,43411769,43411769
Mobius the Frost Monarch,1,Ultra Rare,1st Edition,Storm of the Abyss,SOTA-EN135,4929256,4929256
Wattdragonfly,1,Ultra Rare,1st Edition,Storm of the Abyss,SOTA-EN136,97885363,97885363
Zaborg the Thunder Monarch,1,Ultra Rare,1st Edition,Storm of the Abyss,SOTA-EN137,51945556,51945556
Moray of Avarice,1,Ultra Rare,1st Edition,Storm of the Abyss,SOTA-EN138,73244186,73244186
Recycling Batteries,1,Ultra Rare,1st Edition,Storm of the Abyss,SOTA-EN139,99995595,99995595
Salvage,1,Ultra Rare,1st Edition,Storm of the Abyss,SOTA-EN140,96947648,96947648
Book of Moon,1,Ultra Rare,1st Edition,Storm of the Abyss,SOTA-EN141,14087893,14087893
Dimensional Prison,1,Ultra Rare,1st Edition,Storm of the Abyss,SOTA-EN142,70342110,70342110
Ib the World Chalice Justiciar,1,Ultra Rare,1st Edition,Storm of the Abyss,SOTA-EN143,94677445,94677445
Lightstorm Dragon,1,Ultra Rare,1st Edition,Storm of the Abyss,SOTA-EN144,10515412,10515412
"Gungnir, Dragon of the Ice Barrier",1,Ultra Rare,1st Edition,Storm of the Abyss,SOTA-EN145,65749035,65749035
Beautunaful Princess,1,Secret Rare,1st Edition,Storm of the Abyss,SOTA-EN146,6625096,6625096
Dragolithia Kunzite,1,Secret Rare,1st Edition,Storm of the Abyss,SOTA-EN147,48705086,48705086
Evil Dragon Ananta,1,Secret Rare,1st Edition,Storm of the Abyss,SOTA-EN148,8400623,8400623
Batteryman 9-Volt,1,Secret Rare,1st Edition,Storm of the Abyss,SOTA-EN149,60549248,60549248
Scrap Dragon,1,Secret Rare,1st Edition,Storm of the Abyss,SOTA-EN150,76774528,76774528
Ape Fighter,1,Common,1st Edition,Blazing Genesis,BG-EN001,41098335,41098335
Bacon Saver,1,Common,1st Edition,Blazing Genesis,BG-EN002,82593786,82593786
Battlin' Boxer Glassjaw,1,Common,1st Edition,Blazing Genesis,BG-EN003,5361647,5361647
Battlin' Boxer Shadow,1,Common,1st Edition,Blazing Genesis,BG-EN004,35537251,35537251
Beast Striker,1,Common,1st Edition,Blazing Genesis,BG-EN005,21362970,21362970
Copy Plant,1,Common,1st Edition,Blazing Genesis,BG-EN006,66457407,66457407
D.D. Crazy Beast,1,Common,1st Edition,Blazing Genesis,BG-EN007,48148828,48148828
D.D. Warrior,1,Common,1st Edition,Blazing Genesis,BG-EN008,37043180,37043180
Desmanian Devil,1,Common,1st Edition,Blazing Genesis,BG-EN009,42908201,42908201
Divine Knight Ishzark,1,Common,1st Edition,Blazing Genesis,BG-EN010,57902462,57902462
Evilswarm Mandragora,1,Common,1st Edition,Blazing Genesis,BG-EN011,8814959,8814959
Evilswarm O'lantern,1,Common,1st Edition,Blazing Genesis,BG-EN012,72429240,72429240
Evilswarm Obliviwisp,1,Common,1st Edition,Blazing Genesis,BG-EN013,5284653,5284653
Evocator Chevalier,1,Common,1st Edition,Blazing Genesis,BG-EN014,96872283,96872283
Exiled Force,1,Common,1st Edition,Blazing Genesis,BG-EN015,74131780,74131780
Frost and Flame Dragon,1,Common,1st Edition,Blazing Genesis,BG-EN016,55589254,55589254
Heavy Knight of the Flame,1,Common,1st Edition,Blazing Genesis,BG-EN017,34761062,34761062
"Kalantosa, Mystical Beast of the Forest",1,Common,1st Edition,Blazing Genesis,BG-EN018,97317530,97317530
Knight of the Red Lotus,1,Common,1st Edition,Blazing Genesis,BG-EN019,46237548,46237548
Koa'ki Meiru Gravirose,1,Common,1st Edition,Blazing Genesis,BG-EN020,41201555,41201555
Krawler Dendrite,1,Common,1st Edition,Blazing Genesis,BG-EN021,46083111,46083111
Lock Cat,1,Common,1st Edition,Blazing Genesis,BG-EN022,52346240,52346240
Lord Poison,1,Common,1st Edition,Blazing Genesis,BG-EN023,40320754,40320754
Moja,1,Common,1st Edition,Blazing Genesis,BG-EN024,94878265,94878265
Naturia Eggplant,1,Common,1st Edition,Blazing Genesis,BG-EN025,37349495,37349495
Neo Flamvell Hedgehog,1,Common,1st Edition,Blazing Genesis,BG-EN026,2377034,2377034
Newdoria,1,Common,1st Edition,Blazing Genesis,BG-EN027,4335645,4335645
Photon Sabre Tiger,1,Common,1st Edition,Blazing Genesis,BG-EN028,80495985,80495985
Red-Eyes Zombie Dragon,1,Common,1st Edition,Blazing Genesis,BG-EN029,5186893,5186893
"Rose, Warrior of Revenge",1,Common,1st Edition,Blazing Genesis,BG-EN030,1557341,1557341
Scapeghost,1,Common,1st Edition,Blazing Genesis,BG-EN031,67284107,67284107
Sea Koala,1,Common,1st Edition,Blazing Genesis,BG-EN032,87685879,87685879
Silvervine Senri,1,Common,1st Edition,Blazing Genesis,BG-EN033,13382806,13382806
Sylvan Bladefender,1,Common,1st Edition,Blazing Genesis,BG-EN034,11682713,11682713
Sylvan Marshalleaf,1,Common,1st Edition,Blazing Genesis,BG-EN035,36046926,36046926
T.G. Rush Rhino,1,Common,1st Edition,Blazing Genesis,BG-EN036,36687247,36687247
Tatsunecro,1,Common,1st Edition,Blazing Genesis,BG-EN037,3096468,3096468
Twilight Rose Knight,1,Common,1st Edition,Blazing Genesis,BG-EN038,2986553,2986553
Violet Witch,1,Common,1st Edition,Blazing Genesis,BG-EN039,62379337,62379337
Wind-Up Kitten,1,Common,1st Edition,Blazing Genesis,BG-EN040,25716180,25716180
"Yellow Baboon, Archer of the Forest",1,Common,1st Edition,Blazing Genesis,BG-EN041,65303664,65303664
Tune Warrior,1,Common,1st Edition,Blazing Genesis,BG-EN042,74093656,74093656
Zombino,1,Common,1st Edition,Blazing Genesis,BG-EN043,14575467,14575467
Autonomous Action Unit,1,Common,1st Edition,Blazing Genesis,BG-EN044,71453557,71453557
Creature Swap,1,Common,1st Edition,Blazing Genesis,BG-EN045,31036355,31036355
Dark Core,1,Common,1st Edition,Blazing Genesis,BG-EN046,70231910,70231910
Darkworld Shackles,1,Common,1st Edition,Blazing Genesis,BG-EN047,83584898,83584898
Full-Force Strike,1,Common,1st Edition,Blazing Genesis,BG-EN048,81000306,81000306
Gaia Power,1,Common,1st Edition,Blazing Genesis,BG-EN049,56594520,56594520
Molten Destruction,1,Common,1st Edition,Blazing Genesis,BG-EN050,19384334,19384334
Nobleman of Extermination,1,Common,1st Edition,Blazing Genesis,BG-EN051,17449108,17449108
Shield Crush,1,Common,1st Edition,Blazing Genesis,BG-EN052,30683373,30683373
Super Solar Nutrient,1,Common,1st Edition,Blazing Genesis,BG-EN053,28529976,28529976
United We Stand,1,Common,1st Edition,Blazing Genesis,BG-EN054,56747793,56747793
Unicorn Beacon,1,Common,1st Edition,Blazing Genesis,BG-EN055,63595262,63595262
Call of the Mummy,1,Common,1st Edition,Blazing Genesis,BG-EN056,4861205,4861205
Butterflyoke,1,Common,1st Edition,Blazing Genesis,BG-EN057,75987257,75987257
Divine Wrath,1,Common,1st Edition,Blazing Genesis,BG-EN058,49010598,49010598
Interdimensional Matter Transporter,1,Common,1st Edition,Blazing Genesis,BG-EN059,36261276,36261276
Kunai with Chain,1,Common,1st Edition,Blazing Genesis,BG-EN060,37390589,37390589
Black Brutdrago,1,Common,1st Edition,Blazing Genesis,BG-EN061,96029574,96029574
HTS Psyhemuth,1,Common,1st Edition,Blazing Genesis,BG-EN062,15028680,15028680
Laval Dual Slasher,1,Common,1st Edition,Blazing Genesis,BG-EN063,31632536,31632536
Thunder Unicorn,1,Common,1st Edition,Blazing Genesis,BG-EN064,77506119,77506119
Level Limit - Area A,1,Common,1st Edition,Blazing Genesis,BG-EN065,54976796,54976796
Magic Jammer,1,Common,1st Edition,Blazing Genesis,BG-EN066,77414722,77414722
Metalmorph,1,Common,1st Edition,Blazing Genesis,BG-EN067,68540058,68540058
Proof of Powerlessness,1,Common,1st Edition,Blazing Genesis,BG-EN068,11373345,11373345
Rising Energy,1,Common,1st Edition,Blazing Genesis,BG-EN069,78211862,78211862
Sakuretsu Armor,1,Common,1st Edition,Blazing Genesis,BG-EN070,56120475,56120475
Seven Tools of the Bandit,1,Common,1st Edition,Blazing Genesis,BG-EN071,3819470,3819470
Shadow Spell,1,Common,1st Edition,Blazing Genesis,BG-EN072,29267084,29267084
Threatening Roar,1,Common,1st Edition,Blazing Genesis,BG-EN073,36361633,36361633
Trap Jammer,1,Common,1st Edition,Blazing Genesis,BG-EN074,19252988,19252988
Baby Raccoon Tantan,1,Rare,1st Edition,Blazing Genesis,BG-EN075,28118128,28118128
Battlin' Boxer Rabbit Puncher,1,Rare,1st Edition,Blazing Genesis,BG-EN076,61679541,61679541
D.D. Assailant,1,Rare,1st Edition,Blazing Genesis,BG-EN077,70074904,70074904
Daidara-Bocchi,1,Rare,1st Edition,Blazing Genesis,BG-EN078,69133798,69133798
Dandylion,1,Rare,1st Edition,Blazing Genesis,BG-EN079,15341821,15341821
Giant Rat,1,Rare,1st Edition,Blazing Genesis,BG-EN080,97017120,97017120
Glow-Up Bloom,1,Rare,1st Edition,Blazing Genesis,BG-EN081,92964816,92964816
King of the Beasts,1,Rare,1st Edition,Blazing Genesis,BG-EN082,67757079,67757079
Mystic Tomato,1,Rare,1st Edition,Blazing Genesis,BG-EN083,83011277,83011277
Naturia Camellia,1,Rare,1st Edition,Blazing Genesis,BG-EN084,29942771,29942771
Pyramid Turtle,1,Rare,1st Edition,Blazing Genesis,BG-EN085,77044671,77044671
Sangan,1,Rare,1st Edition,Blazing Genesis,BG-EN086,26202165,26202165
Shiranui Spiritmaster,1,Rare,1st Edition,Blazing Genesis,BG-EN087,99423156,99423156
The Fabled Ganashia,1,Rare,1st Edition,Blazing Genesis,BG-EN088,18282103,18282103
UFO Turtle,1,Rare,1st Edition,Blazing Genesis,BG-EN089,60806437,60806437
World Carrotweight Champion,1,Rare,1st Edition,Blazing Genesis,BG-EN090,44928016,44928016
Angel Trumpeter,1,Rare,1st Edition,Blazing Genesis,BG-EN091,87979586,87979586
Arms Regeneration,1,Rare,1st Edition,Blazing Genesis,BG-EN092,32549749,32549749
My Body as a Shield,1,Rare,1st Edition,Blazing Genesis,BG-EN093,69279219,69279219
Power Pickaxe,1,Rare,1st Edition,Blazing Genesis,BG-EN094,90246973,90246973
Salamandra Fusion,1,Rare,1st Edition,Blazing Genesis,BG-EN095,9102835,9102835
Smashing Ground,1,Rare,1st Edition,Blazing Genesis,BG-EN096,97169186,97169186
Chivalry,1,Rare,1st Edition,Blazing Genesis,BG-EN097,56532632,56532632
Liberty at Last!,1,Rare,1st Edition,Blazing Genesis,BG-EN098,72022087,72022087
Prideful Roar,1,Rare,1st Edition,Blazing Genesis,BG-EN099,66518841,66518841
Raigeki Break,1,Rare,1st Edition,Blazing Genesis,BG-EN100,4178474,4178474
"Celestial Wolf Lord, Blue Sirius",1,Rare,1st Edition,Blazing Genesis,BG-EN101,32995007,32995007
Red Dragon Archfiend,1,Rare,1st Edition,Blazing Genesis,BG-EN102,70902743,70902743
"Tengu, the Winged Mayakashi",1,Rare,1st Edition,Blazing Genesis,BG-EN103,4103668,4103668
"Yoko, the Graceful Mayakashi",1,Rare,1st Edition,Blazing Genesis,BG-EN104,3486020,3486020
Baby Raccoon Ponpoko,1,Super Rare,1st Edition,Blazing Genesis,BG-EN105,92729410,92729410
Battlin' Boxer Headgeared,1,Super Rare,1st Edition,Blazing Genesis,BG-EN106,79867938,79867938
Blue Flame Swordsman,1,Super Rare,1st Edition,Blazing Genesis,BG-EN107,50903514,50903514
Cyclos the Circular Sprite,1,Super Rare,1st Edition,Blazing Genesis,BG-EN108,21036656,21036656
Fairyant the Circular Sorcerer,1,Super Rare,1st Edition,Blazing Genesis,BG-EN109,53416326,53416326
Fencing Fire Ferret,1,Super Rare,1st Edition,Blazing Genesis,BG-EN110,97396380,97396380
Fighting Flame Swordsman,1,Super Rare,1st Edition,Blazing Genesis,BG-EN111,1047075,1047075
Flamvell Firedog,1,Super Rare,1st Edition,Blazing Genesis,BG-EN112,23297235,23297235
Goblin Zombie,1,Super Rare,1st Edition,Blazing Genesis,BG-EN113,63665875,63665875
Granmarg the Rock Monarch,1,Super Rare,1st Edition,Blazing Genesis,BG-EN114,60229110,60229110
Peropero Cerperus,1,Super Rare,1st Edition,Blazing Genesis,BG-EN115,69764158,69764158
Plaguespreader Zombie,1,Super Rare,1st Edition,Blazing Genesis,BG-EN116,33420078,33420078
Spore,1,Super Rare,1st Edition,Blazing Genesis,BG-EN117,11747708,11747708
The Fabled Catsith,1,Super Rare,1st Edition,Blazing Genesis,BG-EN118,56399890,56399890
Dark Hole,1,Super Rare,1st Edition,Blazing Genesis,BG-EN119,53129443,53129443
Gold Sarcophagus,1,Super Rare,1st Edition,Blazing Genesis,BG-EN120,75500286,75500286
One for One,1,Super Rare,1st Edition,Blazing Genesis,BG-EN121,2295440,2295440
Seven Stars Slash - Army Annihilator Hagun,1,Super Rare,1st Edition,Blazing Genesis,BG-EN122,65114115,65114115
Soul Exchange,1,Super Rare,1st Edition,Blazing Genesis,BG-EN123,68005187,68005187
The Warrior Returning Alive,1,Super Rare,1st Edition,Blazing Genesis,BG-EN124,95281259,95281259
Unexpected Dai,1,Super Rare,1st Edition,Blazing Genesis,BG-EN125,911883,911883
Ballista Squad,1,Super Rare,1st Edition,Blazing Genesis,BG-EN126,80584548,80584548
Call of the Haunted,1,Super Rare,1st Edition,Blazing Genesis,BG-EN127,97077563,97077563
Mirror Force,1,Super Rare,1st Edition,Blazing Genesis,BG-EN128,44095762,44095762
Needle Ceiling,1,Super Rare,1st Edition,Blazing Genesis,BG-EN129,38411870,38411870
Underworld Fighter Balmung,1,Super Rare,1st Edition,Blazing Genesis,BG-EN130,52639377,52639377
Fabled Ragin,1,Super Rare,1st Edition,Blazing Genesis,BG-EN131,47395382,47395382
Armored White Bear,1,Ultra Rare,1st Edition,Blazing Genesis,BG-EN132,17170970,17170970
Sublimation Knight,1,Ultra Rare,1st Edition,Blazing Genesis,BG-EN133,54485355,54485355
Sylvan Komushroomo,1,Ultra Rare,1st Edition,Blazing Genesis,BG-EN134,99641328,99641328
The Fabled Abanc,1,Ultra Rare,1st Edition,Blazing Genesis,BG-EN135,83039608,83039608
"Therion ""Bull"" Ain",1,Ultra Rare,1st Edition,Blazing Genesis,BG-EN136,84332527,84332527
Thestalos the Firestorm Monarch,1,Ultra Rare,1st Edition,Blazing Genesis,BG-EN137,26205777,26205777
Vendread Core,1,Ultra Rare,1st Edition,Blazing Genesis,BG-EN138,49394035,49394035
Zombie Master,1,Ultra Rare,1st Edition,Blazing Genesis,BG-EN139,17259470,17259470
Oil,1,Ultra Rare,1st Edition,Blazing Genesis,BG-EN140,74055055,74055055
Reinforcement of the Army,1,Ultra Rare,1st Edition,Blazing Genesis,BG-EN141,32807846,32807846
